,Sentiment,Polarity
0,0.001276742581090417,0.6067460317460317
1,0.2563492063492064,0.5311111111111111
2,-0.05394123606889564,0.5629331306990881
3,0.1347530864197531,0.4929012345679012
4,-0.024841720779220786,0.45981782106782115
5,0.10588235294117647,0.6640522875816995
6,-0.02705357142857142,0.5594642857142856
7,0.06875000000000002,0.5305555555555556
8,0.09880952380952379,0.4511904761904762
9,0.25833333333333336,0.40972222222222227
10,-0.030555555555555575,0.3361111111111111
11,0.2382440476190476,0.4872767857142857
12,0.05447725885225885,0.4772306166056166
13,0.07069597069597071,0.5565934065934067
14,0.14207142857142857,0.48745238095238097
15,-0.07964743589743588,0.5448717948717948
16,0.040486819727891164,0.5312074829931974
17,0.09418542568542569,0.49075962000962
18,0.14785185185185185,0.6034814814814815
19,0.28106060606060607,0.4704545454545455
20,0.13138820638820636,0.571113841113841
21,0.12491935483870967,0.5694623655913978
22,0.06656545209176788,0.3466261808367072
23,0.10576923076923077,0.2173076923076923
24,-0.1625,0.3625
25,0.21874338624338618,0.6362698412698413
26,-0.16445599972943725,0.6976190476190476
27,-0.045006975446428565,0.4809250992063493
28,0.10025510204081636,0.5971552257266542
29,-0.10482954545454547,0.4875
30,0.1142857142857143,0.42857142857142855
31,0.10000000000000002,0.5930555555555556
32,0.20265151515151517,0.5784090909090909
33,0.06530701754385966,0.48087719298245624
34,-0.08445578231292519,0.7055442176870749
35,0.08573457792207792,0.5188988095238094
36,0.20791666666666672,0.5941666666666666
37,-0.018055555555555523,0.594982993197279
38,0.2702380952380953,0.5792328042328043
39,0.07492424242424243,0.5107177172421076
40,0.2916435185185185,0.6513227513227514
41,0.07443576388888888,0.575
42,0.15277777777777773,0.4644444444444444
43,0.03774509803921569,0.6186274509803921
44,0.0013784461152882214,0.45651629072681704
45,0.5424242424242425,0.7227272727272727
46,0.025457875457875454,0.6715201465201465
47,0.26067460317460317,0.5032539682539683
48,-0.12463768115942027,0.5107660455486542
49,0.08700757575757578,0.5268181818181819
50,0.07403846153846153,0.5653846153846154
51,0.27,0.6950000000000001
52,0.07992753623188407,0.5744927536231883
53,0.12033730158730159,0.5404761904761904
54,-0.020370370370370382,0.487037037037037
55,0.09226508785332314,0.5137827858416093
56,0.25172865013774104,0.6014187327823692
57,0.3350694444444444,0.6184027777777779
